sample,true_study,predicted_study,correct,true_in_top5
PRJEB37553_ERR4077602,PRJEB37553,PRJNA548153,False,True
PRJNA422134_SRR7554559,PRJNA422134,PRJEB39289,False,True
PRJNA548153_SRR9271261,PRJNA548153,PRJNA545312,False,True
PRJNA385551_SRR5602197,PRJNA385551,PRJNA385551,True,True
PRJNA607574_SRR11395420,PRJNA607574,PRJNA607574,True,True
PRJNA526906_SRR8726795,PRJNA526906,PRJNA544545,False,True
PRJEB11419_ERR6149076,PRJEB11419,PRJEB11419,True,True
PRJNA606654_SRR11086047,PRJNA606654,PRJNA548153,False,True
PRJNA414072_SRR6221388,PRJNA414072,PRJNA414072,True,True
PRJEB38948_ERR4348020,PRJEB38948,PRJEB38948,True,True
PRJNA598280_SRR10848253,PRJNA598280,PRJNA497734,False,False
PRJDB9239_DRR239840,PRJDB9239,PRJDB9239,True,True
PRJNA388263_SRR5648907,PRJNA388263,PRJNA606654,False,True
PRJNA606262_SRR11139801,PRJNA606262,PRJNA545312,False,True
PRJNA396815_SRR6866064,PRJNA396815,PRJNA396815,True,True
PRJEB26012_ERR2518902,PRJEB26012,PRJEB26012,True,True
PRJNA528344_SRR8760906,PRJNA528344,PRJNA528344,True,True
PRJNA497734_SRR8120748,PRJNA497734,PRJNA554232,False,True
PRJNA577051_SRR10261317,PRJNA577051,PRJNA577051,True,True
PRJNA559143_SRR9918217,PRJNA559143,PRJNA559143,True,True
PRJNA345390_SRR4343510,PRJNA345390,PRJNA345390,True,True
PRJNA750230_SRR15281529,PRJNA750230,PRJNA750230,True,True
PRJNA601994_SRR10911710,PRJNA601994,PRJNA480711,False,True
PRJNA353587_SRR5020887,PRJNA353587,PRJEB6705,False,False
PRJNA232731_SRR1461566,PRJNA232731,PRJNA232731,True,True
PRJNA601994_SRR10911543,PRJNA601994,PRJNA577051,False,False
PRJNA547591_SRR9293162,PRJNA547591,PRJNA547591,True,True
PRJNA385551_SRR5601969,PRJNA385551,PRJNA385551,True,True
PRJNA307231_SRR3094684,PRJNA307231,PRJNA623853,False,True
PRJNA544370_SRR9115688,PRJNA544370,PRJNA544370,True,True
PRJEB17610_ERR1713727,PRJEB17610,PRJEB17610,True,True
PRJNA607574_SRR11394915,PRJNA607574,PRJNA607574,True,True
PRJEB38948_ERR4580470,PRJEB38948,PRJEB38948,True,True
PRJEB27068_ERR3018695,PRJEB27068,PRJEB27068,True,True
PRJDB10612_DRR254630,PRJDB10612,PRJDB10612,True,True
PRJNA647534_SRR12278305,PRJNA647534,PRJNA647534,True,True
PRJNA545312_SRR11414950,PRJNA545312,PRJNA548153,False,True
PRJNA472768_SRR7611343,PRJNA472768,PRJNA472768,True,True
PRJNA685746_SRR14445907,PRJNA685746,PRJNA685746,True,True
PRJNA661289_SRR12582314,PRJNA661289,PRJNA661289,True,True
PRJNA394877_SRR5979348,PRJNA394877,PRJNA607574,False,True
PRJEB29433_ERR3387708,PRJEB29433,PRJEB29433,True,True
PRJNA593062_SRR11926238,PRJNA593062,PRJNA593062,True,True
PRJEB6702_ERR560889,PRJEB6702,PRJEB6702,True,True
PRJNA495320_SRR7989442,PRJNA495320,PRJNA495320,True,True
PRJNA422134_SRR7554815,PRJNA422134,PRJNA422134,True,True
PRJNA609319_SRR11207449,PRJNA609319,PRJNA609319,True,True
PRJNA725388_SRR14331955,PRJNA725388,PRJNA491813,False,True
PRJNA541332_SRR9019880,PRJNA541332,PRJEB23775,False,True
PRJNA544527_SRR9218942,PRJNA544527,PRJNA544527,True,True
PRJNA414072_SRR6169555,PRJNA414072,PRJNA414072,True,True
PRJNA297793_SRR2746862,PRJNA297793,PRJNA297793,True,True
PRJEB6358_ERR520809,PRJEB6358,PRJEB6358,True,True
PRJNA703470_SRR13757475,PRJNA703470,PRJNA703470,True,True
PRJNA545312_SRR11416893,PRJNA545312,PRJNA545312,True,True
PRJNA449103_SRR6967700,PRJNA449103,PRJNA449103,True,True
PRJNA389481_SRR5699062,PRJNA389481,PRJNA604280,False,True
PRJNA430990_SRR6498280,PRJNA430990,PRJNA430990,True,True
PRJNA606654_SRR11086251,PRJNA606654,PRJNA545312,False,True
PRJNA497734_SRR8119763,PRJNA497734,PRJNA497734,True,True
PRJEB6702_ERR560794,PRJEB6702,PRJEB6702,True,True
PRJEB5482_ERR501033,PRJEB5482,PRJEB27068,False,True
PRJNA559803_SRR9950100,PRJNA559803,PRJNA559803,True,True
PRJNA648818_SRR12459974,PRJNA648818,PRJEB13896,False,True
PRJEB8463_ERR756477,PRJEB8463,PRJEB8463,True,True
PRJEB29433_ERR3389254,PRJEB29433,PRJEB27068,False,True
PRJEB11419_ERR6149030,PRJEB11419,PRJEB11419,True,True
PRJNA729511_SRR14993167,PRJNA729511,PRJEB11419,False,False
PRJEB27068_ERR3019288,PRJEB27068,PRJEB27068,True,True
PRJNA378749_SRR5343086,PRJNA378749,PRJNA378749,True,True
PRJEB33905_ERR3471163,PRJEB33905,PRJNA428736,False,True
PRJNA480547_SRR7507532,PRJNA480547,PRJNA480547,True,True
PRJEB27068_ERR3019060,PRJEB27068,PRJEB27068,True,True
PRJEB5482_ERR498777,PRJEB5482,PRJEB5482,True,True
PRJNA414540_SRR6182287,PRJNA414540,PRJNA414540,True,True
PRJNA727279_SRR14455903,PRJNA727279,PRJNA727279,True,True
PRJEB6702_ERR560950,PRJEB6702,PRJEB6702,True,True
PRJEB11419_ERR6176955,PRJEB11419,PRJEB11419,True,True
PRJEB38948_ERR4347785,PRJEB38948,PRJEB38948,True,True
PRJNA545312_SRR11420315,PRJNA545312,PRJNA607574,False,True
PRJDB9936_DRR233286,PRJDB9936,PRJDB9936,True,True
PRJNA497734_SRR8118553,PRJNA497734,PRJNA231909,False,True
PRJNA548153_SRR9269106,PRJNA548153,PRJNA548153,True,True
PRJNA648818_SRR12460105,PRJNA648818,PRJNA554232,False,True
PRJEB11419_ERR5332866,PRJEB11419,PRJEB11419,True,True
PRJNA497734_SRR8120787,PRJNA497734,PRJNA517572,False,False
PRJNA548153_SRR9269792,PRJNA548153,PRJNA396815,False,True
PRJNA430990_SRR6498218,PRJNA430990,PRJNA430990,True,True
PRJEB27662_ERR4135201,PRJEB27662,PRJEB27662,True,True
PRJNA475599_SRR9060922,PRJNA475599,PRJNA475599,True,True
PRJNA382861_SRR5446902,PRJNA382861,PRJNA382861,True,True
PRJNA481072_SRR7526574,PRJNA481072,PRJNA481072,True,True
PRJNA545312_SRR11417384,PRJNA545312,PRJNA548153,False,True
PRJNA601994_SRR10911476,PRJNA601994,PRJNA601994,True,True
PRJNA729511_SRR14991991,PRJNA729511,PRJNA729511,True,True
PRJDB11894_DRR304565,PRJDB11894,PRJDB11894,True,True
PRJEB27068_ERR3018616,PRJEB27068,PRJEB27068,True,True
PRJNA657821_SRR12466621,PRJNA657821,PRJNA657821,True,True
PRJNA657821_SRR12468786,PRJNA657821,PRJNA657821,True,True
PRJEB26012_ERR2519003,PRJEB26012,PRJEB26012,True,True
PRJEB11419_ERR5332848,PRJEB11419,PRJEB11419,True,True
PRJNA673102_SRR12950669,PRJNA673102,PRJNA673102,True,True
PRJNA450025_SRR7293490,PRJNA450025,PRJNA450025,True,True
PRJEB29433_ERR3388853,PRJEB29433,PRJEB29433,True,True
PRJNA603983_SRR10991148,PRJNA603983,PRJNA603983,True,True
PRJNA545312_SRR11415136,PRJNA545312,PRJNA548153,False,True
PRJNA729511_SRR14993564,PRJNA729511,PRJNA729511,True,True
PRJNA673102_SRR12932572,PRJNA673102,PRJNA673102,True,True
PRJNA716437_SRR14067479,PRJNA716437,PRJNA716437,True,True
PRJNA349463_SRR4446541,PRJNA349463,PRJNA428736,False,True
PRJNA607574_SRR11115588,PRJNA607574,PRJNA607574,True,True
PRJNA491825_SRR7875920,PRJNA491825,PRJNA491825,True,True
PRJNA449103_SRR6967429,PRJNA449103,PRJNA449103,True,True
PRJEB11419_ERR5326496,PRJEB11419,PRJEB11419,True,True
PRJNA616703_SRR11456311,PRJNA616703,PRJNA616703,True,True
PRJEB37553_ERR4077554,PRJEB37553,PRJEB37553,True,True
PRJNA481243_SRR7546573,PRJNA481243,PRJNA605031,False,False
PRJNA516932_SRR8484656,PRJNA516932,PRJNA516932,True,True
PRJNA544545_SRR9124449,PRJNA544545,PRJNA544545,True,True
PRJNA607574_SRR11115546,PRJNA607574,PRJNA545312,False,True
PRJEB6358_ERR520829,PRJEB6358,PRJEB6358,True,True
PRJNA232731_SRR1461576,PRJNA232731,PRJNA232731,True,True
PRJNA318004_SRR3361616,PRJNA318004,PRJNA318004,True,True
PRJNA485797_SRR7690212,PRJNA485797,PRJNA428736,False,True
PRJEB29433_ERR3386988,PRJEB29433,PRJEB29433,True,True
PRJEB22676_ERR2124785,PRJEB22676,PRJEB22676,True,True
PRJNA729511_SRR14992769,PRJNA729511,PRJNA729511,True,True
PRJNA645635_SRR12209807,PRJNA645635,PRJNA645635,True,True
PRJNA279828_SRR2914258,PRJNA279828,PRJNA279828,True,True
PRJNA528344_SRR8761189,PRJNA528344,PRJNA528344,True,True
PRJNA378749_SRR5343109,PRJNA378749,PRJNA378749,True,True
PRJEB27868_ERR2712883,PRJEB27868,PRJEB27868,True,True
PRJNA339264_SRR5078929,PRJNA339264,PRJNA417357,False,True
PRJNA428736_SRR6444911,PRJNA428736,PRJNA428736,True,True
PRJEB29433_ERR3389343,PRJEB29433,PRJEB29433,True,True
PRJNA485797_SRR7690186,PRJNA485797,PRJNA729511,False,False
PRJNA414072_SRR6167470,PRJNA414072,PRJNA414072,True,True
PRJNA686801_SRR13286654,PRJNA686801,PRJNA686801,True,True
PRJEB29433_ERR3386554,PRJEB29433,PRJEB29433,True,True
PRJDB5316_DRR087813,PRJDB5316,PRJDB5316,True,True
PRJEB27068_ERR3016917,PRJEB27068,PRJEB5482,False,True
PRJNA554232_SRR9683545,PRJNA554232,PRJNA554232,True,True
PRJNA593062_SRR11926266,PRJNA593062,PRJNA593062,True,True
PRJEB27068_ERR3019287,PRJEB27068,PRJEB29433,False,True
PRJNA485316_SRR7735156,PRJNA485316,PRJNA729511,False,False
PRJNA709129_SRR13921735,PRJNA709129,PRJNA709129,True,True
PRJNA579560_SRR10348060,PRJNA579560,PRJNA579560,True,True
PRJNA480312_SRR7501874,PRJNA480312,PRJNA480312,True,True
PRJNA307231_SRR3094979,PRJNA307231,PRJNA396815,False,True
PRJNA685746_SRR14427423,PRJNA685746,PRJNA685746,True,True
PRJNA598280_SRR10848386,PRJNA598280,PRJNA598280,True,True
PRJEB37553_ERR4077459,PRJEB37553,PRJEB37553,True,True
PRJNA414072_SRR6169587,PRJNA414072,PRJNA414072,True,True
PRJNA742936_SRR15286156,PRJNA742936,PRJNA742936,True,True
PRJEB29433_ERR3387498,PRJEB29433,PRJEB29433,True,True
PRJEB29433_ERR3389432,PRJEB29433,PRJEB29433,True,True
PRJNA554232_SRR9683173,PRJNA554232,PRJNA657821,False,False
PRJNA324452_SRR3679935,PRJNA324452,PRJNA324452,True,True
PRJNA729511_SRR14992714,PRJNA729511,PRJNA729511,True,True
PRJNA686801_SRR13286177,PRJNA686801,PRJNA686801,True,True
PRJEB29433_ERR3386711,PRJEB29433,PRJEB29433,True,True
PRJNA598280_SRR10848242,PRJNA598280,PRJNA598280,True,True
PRJNA726866_SRR14413723,PRJNA726866,PRJNA726866,True,True
PRJDB9469_DRR242993,PRJDB9469,PRJDB9469,True,True
PRJNA545312_SRR11422418,PRJNA545312,PRJNA548153,False,True
PRJEB38948_ERR4347258,PRJEB38948,PRJEB38948,True,True
PRJEB29433_ERR3388319,PRJEB29433,PRJEB29433,True,True
PRJEB29433_ERR3387563,PRJEB29433,PRJEB29433,True,True
PRJNA607574_SRR11395189,PRJNA607574,PRJNA607574,True,True
PRJNA603983_SRR10991131,PRJNA603983,PRJNA603983,True,True
PRJNA548153_SRR9268996,PRJNA548153,PRJNA396815,False,True
PRJEB37877_ERR4037917,PRJEB37877,PRJEB37877,True,True
PRJNA548153_SRR9269807,PRJNA548153,PRJNA548153,True,True
PRJNA727279_SRR14456198,PRJNA727279,PRJNA727279,True,True
PRJEB27662_ERR4135363,PRJEB27662,PRJEB27662,True,True
PRJNA601994_SRR10911434,PRJNA601994,PRJNA601994,True,True
PRJNA385551_SRR5580652,PRJNA385551,PRJNA385551,True,True
PRJEB38948_ERR4348286,PRJEB38948,PRJEB38948,True,True
PRJEB5482_ERR501383,PRJEB5482,PRJEB5482,True,True
PRJEB38948_ERR4346710,PRJEB38948,PRJEB38948,True,True
PRJEB11419_ERR5325843,PRJEB11419,PRJNA576314,False,True
PRJNA396815_SRR6866031,PRJNA396815,PRJNA396815,True,True
PRJNA716437_SRR14067562,PRJNA716437,PRJNA716437,True,True
PRJNA673102_SRR12932173,PRJNA673102,PRJNA673102,True,True
PRJNA735699_SRR14751449,PRJNA735699,PRJNA721421,False,False
PRJNA434133_SRR10501953,PRJNA434133,PRJNA434133,True,True
PRJDB5316_DRR087807,PRJDB5316,PRJDB5316,True,True
PRJNA398089_SRR6704297,PRJNA398089,PRJNA398089,True,True
PRJNA516932_SRR8484977,PRJNA516932,PRJNA516932,True,True
PRJNA544527_SRR9219665,PRJNA544527,PRJNA544527,True,True
PRJNA688839_SRR13336530,PRJNA688839,PRJNA688839,True,True
PRJNA307992_SRR3102374,PRJNA307992,PRJNA307992,True,True
PRJNA427597_SRR6424663,PRJNA427597,PRJNA427597,True,True
PRJNA547591_SRR9292814,PRJNA547591,PRJNA547591,True,True
PRJNA562529_SRR10041892,PRJNA562529,PRJNA562529,True,True
PRJNA685746_SRR14436152,PRJNA685746,PRJNA685746,True,True
PRJEB27068_ERR3016669,PRJEB27068,PRJEB27068,True,True
PRJNA449103_SRR6967342,PRJNA449103,PRJNA449103,True,True
PRJNA388263_SRR5648944,PRJNA388263,PRJNA548153,False,False
PRJDB9936_DRR233304,PRJDB9936,PRJDB9936,True,True
PRJNA729511_SRR14989555,PRJNA729511,PRJNA729511,True,True
PRJNA428736_SRR6444371,PRJNA428736,PRJNA428736,True,True
PRJNA601994_SRR10911546,PRJNA601994,PRJNA601994,True,True
PRJNA727279_SRR14456655,PRJNA727279,PRJNA727279,True,True
PRJEB29433_ERR3387011,PRJEB29433,PRJEB29433,True,True
PRJNA693579_SRR13493188,PRJNA693579,PRJEB11419,False,False
PRJNA577051_SRR10261412,PRJNA577051,PRJNA577051,True,True
PRJNA545312_SRR11421738,PRJNA545312,PRJNA545312,True,True
PRJEB29433_ERR3386901,PRJEB29433,PRJEB29433,True,True
PRJNA544545_SRR9124398,PRJNA544545,PRJNA544545,True,True
PRJNA685746_SRR14445894,PRJNA685746,PRJNA685746,True,True
PRJNA616703_SRR11456377,PRJNA616703,PRJNA616703,True,True
PRJEB6705_ERR561413,PRJEB6705,PRJEB6705,True,True
PRJEB20773_ERR1975486,PRJEB20773,PRJEB20773,True,True
PRJEB11419_ERR5321264,PRJEB11419,PRJEB11419,True,True
PRJNA390646_SRR5699461,PRJNA390646,PRJNA390646,True,True
PRJNA729511_SRR14989552,PRJNA729511,PRJNA729511,True,True
PRJNA417357_SRR6264440,PRJNA417357,PRJNA417357,True,True
PRJNA480312_SRR7501850,PRJNA480312,PRJNA480312,True,True
PRJNA398089_SRR6704309,PRJNA398089,PRJEB6705,False,False
PRJNA545312_SRR11415122,PRJNA545312,PRJNA607574,False,True
PRJNA686801_SRR13286426,PRJNA686801,PRJNA686801,True,True
PRJNA414072_SRR6221196,PRJNA414072,PRJNA414072,True,True
PRJNA593062_SRR11926118,PRJNA593062,PRJNA593062,True,True
PRJDB9469_DRR243285,PRJDB9469,PRJDB9469,True,True
PRJNA729511_SRR14992620,PRJNA729511,PRJNA729511,True,True
PRJNA339264_SRR5078657,PRJNA339264,PRJNA339264,True,True
PRJNA607574_SRR11116664,PRJNA607574,PRJNA607574,True,True
PRJEB15481_ERR1763631,PRJEB15481,PRJEB15481,True,True
PRJEB33905_ERR3471691,PRJEB33905,PRJNA231909,False,True
PRJNA428736_SRR6444501,PRJNA428736,PRJNA509882,False,True
PRJNA497734_SRR8120144,PRJNA497734,PRJNA497734,True,True
PRJNA556249_SRR10061274,PRJNA556249,PRJNA556249,True,True
PRJNA639644_SRR12060148,PRJNA639644,PRJNA396815,False,True
PRJNA605031_SRR11030249,PRJNA605031,PRJNA605031,True,True
PRJNA545312_SRR11423033,PRJNA545312,PRJNA548153,False,True
PRJNA645223_SRR12203802,PRJNA645223,PRJNA559803,False,False
PRJEB27068_ERR3019138,PRJEB27068,PRJEB27068,True,True
PRJNA606654_SRR11086448,PRJNA606654,PRJNA548153,False,True
PRJNA544545_SRR9124367,PRJNA544545,PRJNA544545,True,True
PRJEB29433_ERR3387095,PRJEB29433,PRJEB29433,True,True
PRJNA544527_SRR9219298,PRJNA544527,PRJNA544527,True,True
PRJEB27868_ERR2712468,PRJEB27868,PRJEB27868,True,True
PRJEB31775_ERR3321055,PRJEB31775,PRJEB31775,True,True
PRJDB9469_DRR242770,PRJDB9469,PRJDB9469,True,True
PRJNA396815_SRR6867714,PRJNA396815,PRJNA396815,True,True
PRJNA548153_SRR9270724,PRJNA548153,PRJNA548153,True,True
PRJNA729511_SRR14992790,PRJNA729511,PRJNA729511,True,True
PRJDB5678_DRR095245,PRJDB5678,PRJNA686801,False,False
PRJNA545312_SRR11420834,PRJNA545312,PRJNA607574,False,True
PRJNA509882_SRR8306591,PRJNA509882,PRJNA729511,False,True
PRJEB40569_ERR4648569,PRJEB40569,PRJEB40569,True,True
PRJNA414072_SRR6168361,PRJNA414072,PRJNA414072,True,True
PRJNA497734_SRR8120424,PRJNA497734,PRJNA497734,True,True
PRJNA480547_SRR7507393,PRJNA480547,PRJNA480547,True,True
PRJEB11419_ERR5332628,PRJEB11419,PRJEB11419,True,True
PRJEB11419_ERR6148988,PRJEB11419,PRJEB11419,True,True
PRJNA396815_SRR6866029,PRJNA396815,PRJNA396815,True,True
PRJEB5482_ERR499940,PRJEB5482,PRJEB5482,True,True
PRJNA390646_SRR5699470,PRJNA390646,PRJNA390646,True,True
PRJEB33268_ERR3412712,PRJEB33268,PRJEB33268,True,True
PRJNA545312_SRR11422507,PRJNA545312,PRJNA545312,True,True
PRJEB8463_ERR756955,PRJEB8463,PRJEB8463,True,True
PRJEB42155_ERR5009701,PRJEB42155,PRJNA657821,False,True
PRJEB27068_ERR3016997,PRJEB27068,PRJEB28159,False,True
PRJNA510423_SRR14431831,PRJNA510423,PRJNA510423,True,True
PRJNA434249_SRR6753980,PRJNA434249,PRJNA434249,True,True
PRJEB15534_ERR1662619,PRJEB15534,PRJEB15534,True,True
PRJEB11419_ERR5328973,PRJEB11419,PRJEB11419,True,True
PRJNA323603_SRR3956280,PRJNA323603,PRJNA394877,False,True
PRJNA497734_SRR8120832,PRJNA497734,PRJNA657821,False,False
PRJNA497734_SRR8119220,PRJNA497734,PRJNA497734,True,True
PRJNA339264_SRR5079111,PRJNA339264,PRJNA339264,True,True
PRJNA414072_SRR6167442,PRJNA414072,PRJNA414072,True,True
PRJEB38948_ERR4348144,PRJEB38948,PRJEB38948,True,True
PRJEB27068_ERR3019730,PRJEB27068,PRJEB5482,False,True
PRJNA481243_SRR7546038,PRJNA481243,PRJDB9469,False,True
PRJNA673102_SRR12932381,PRJNA673102,PRJNA673102,True,True
PRJNA562529_SRR10041820,PRJNA562529,PRJNA562529,True,True
PRJNA609319_SRR11207456,PRJNA609319,PRJNA417357,False,False
PRJEB8463_ERR756683,PRJEB8463,PRJEB8463,True,True
PRJNA685746_SRR14427424,PRJNA685746,PRJNA685746,True,True
PRJNA547591_SRR9292703,PRJNA547591,PRJNA729511,False,False
PRJNA706153_SRR13847266,PRJNA706153,PRJEB5482,False,False
PRJNA472768_SRR7611434,PRJNA472768,PRJNA472768,True,True
PRJEB38948_ERR4348100,PRJEB38948,PRJNA417357,False,True
PRJNA428736_SRR6444532,PRJNA428736,PRJNA428736,True,True
PRJNA528344_SRR8760945,PRJNA528344,PRJNA528344,True,True
PRJEB38948_ERR4347532,PRJEB38948,PRJEB38948,True,True
PRJEB6702_ERR560760,PRJEB6702,PRJEB6702,True,True
PRJNA521398_SRR8547772,PRJNA521398,PRJNA521398,True,True
PRJNA725388_SRR14332012,PRJNA725388,PRJNA725388,True,True
PRJEB8463_ERR757005,PRJEB8463,PRJEB8463,True,True
PRJNA345390_SRR4343709,PRJNA345390,PRJNA345390,True,True
PRJNA392012_SRR5760875,PRJNA392012,PRJNA392012,True,True
PRJNA413199_SRR6147385,PRJNA413199,PRJNA413199,True,True
PRJNA693579_SRR13492987,PRJNA693579,PRJNA693579,True,True
PRJEB11419_ERR5327851,PRJEB11419,PRJEB11419,True,True
PRJNA231909_SRR1909627,PRJNA231909,PRJNA231909,True,True
PRJNA685746_SRR14485099,PRJNA685746,PRJNA685746,True,True
PRJEB5482_ERR500970,PRJEB5482,PRJEB5482,True,True
PRJNA528344_SRR8761103,PRJNA528344,PRJNA528344,True,True
PRJNA605031_SRR11029899,PRJNA605031,PRJNA605031,True,True
PRJEB11419_ERR5327775,PRJEB11419,PRJEB11419,True,True
PRJEB13896_ERR1421918,PRJEB13896,PRJEB13896,True,True
PRJNA545312_SRR11423367,PRJNA545312,PRJNA548153,False,True
PRJNA520899_SRR8535610,PRJNA520899,PRJNA520899,True,True
PRJNA685746_SRR14446101,PRJNA685746,PRJNA685746,True,True
PRJEB27068_ERR3018555,PRJEB27068,PRJEB27068,True,True
PRJNA720325_SRR14195593,PRJNA720325,PRJNA720325,True,True
PRJNA487119_SRR7734286,PRJNA487119,PRJNA382861,False,False
PRJNA685746_SRR14436295,PRJNA685746,PRJNA685746,True,True
PRJNA545312_SRR11414964,PRJNA545312,PRJNA545312,True,True
PRJNA472768_SRR7611333,PRJNA472768,PRJNA472768,True,True
PRJEB38948_ERR4348647,PRJEB38948,PRJEB38948,True,True
PRJNA509882_SRR8306614,PRJNA509882,PRJNA559143,False,False
PRJNA545312_SRR11415204,PRJNA545312,PRJNA548153,False,True
PRJEB6358_ERR579636,PRJEB6358,PRJEB27068,False,True
PRJNA526906_SRR8726813,PRJNA526906,PRJNA526906,True,True
PRJNA232731_SRR1461195,PRJNA232731,PRJNA232731,True,True
PRJNA481243_SRR7546058,PRJNA481243,PRJNA481243,True,True
PRJEB29433_ERR3388772,PRJEB29433,PRJEB29433,True,True
PRJNA607574_SRR11395556,PRJNA607574,PRJNA607574,True,True
PRJNA604280_SRR11005435,PRJNA604280,PRJNA604280,True,True
PRJDB5316_DRR087730,PRJDB5316,PRJDB5316,True,True
PRJNA434249_SRR6753893,PRJNA434249,PRJNA723466,False,True
PRJEB17613_ERR1716643,PRJEB17613,PRJEB17613,True,True
PRJEB35769_ERR3765191,PRJEB35769,PRJEB35769,True,True
PRJNA598280_SRR10848402,PRJNA598280,PRJNA598280,True,True
PRJNA729511_SRR14993468,PRJNA729511,PRJNA729511,True,True
PRJEB27068_ERR3018514,PRJEB27068,PRJEB29433,False,True
PRJEB38948_ERR4348644,PRJEB38948,PRJEB38948,True,True
PRJNA674880_SRR13060188,PRJNA674880,PRJNA674880,True,True
PRJNA545312_SRR11419367,PRJNA545312,PRJNA545312,True,True
PRJEB37553_ERR4077782,PRJEB37553,PRJEB37553,True,True
PRJNA394877_SRR5979711,PRJNA394877,PRJNA607574,False,False
PRJNA472768_SRR7611455,PRJNA472768,PRJEB11419,False,True
PRJNA414683_SRR6185229,PRJNA414683,PRJNA414683,True,True
PRJNA693579_SRR13493209,PRJNA693579,PRJNA593062,False,True
PRJEB16344_ERR1700354,PRJEB16344,PRJEB16344,True,True
PRJEB28159_ERR3402202,PRJEB28159,PRJNA715072,False,False
PRJNA520899_SRR8535620,PRJNA520899,PRJNA520899,True,True
PRJEB29433_ERR3386748,PRJEB29433,PRJEB29433,True,True
PRJNA721421_SRR14214960,PRJNA721421,PRJNA450340,False,True
PRJEB6702_ERR560726,PRJEB6702,PRJEB6702,True,True
PRJEB38948_ERR4579967,PRJEB38948,PRJEB38948,True,True
PRJEB29433_ERR3387273,PRJEB29433,PRJEB5482,False,True
PRJEB42155_ERR5009574,PRJEB42155,PRJEB42155,True,True
PRJEB36385_ERR3838840,PRJEB36385,PRJEB36385,True,True
PRJNA497734_SRR8118839,PRJNA497734,PRJDB9469,False,True
PRJNA414072_SRR6168279,PRJNA414072,PRJNA414072,True,True
PRJNA480711_SRR7553154,PRJNA480711,PRJNA385551,False,False
PRJNA545312_SRR10668268,PRJNA545312,PRJNA545312,True,True
PRJEB37553_ERR4077875,PRJEB37553,PRJEB37553,True,True
PRJNA685746_SRR14485112,PRJNA685746,PRJNA685746,True,True
PRJNA559803_SRR9950423,PRJNA559803,PRJNA559803,True,True
PRJNA445640_SRR6942397,PRJNA445640,PRJEB16344,False,True
PRJNA481243_SRR7546404,PRJNA481243,PRJNA481243,True,True
PRJNA414072_SRR6168307,PRJNA414072,PRJNA414072,True,True
PRJEB37877_ERR4037851,PRJEB37877,PRJNA414072,False,True
PRJNA605031_SRR11030881,PRJNA605031,PRJNA605031,True,True
PRJEB6705_ERR561461,PRJEB6705,PRJEB6705,True,True
PRJNA562529_SRR10041976,PRJNA562529,PRJNA562529,True,True
PRJEB27068_ERR3016928,PRJEB27068,PRJEB27068,True,True
PRJEB16344_ERR1918447,PRJEB16344,PRJNA428736,False,False
PRJNA548153_SRR9268338,PRJNA548153,PRJNA548153,True,True
PRJNA510423_SRR14430964,PRJNA510423,PRJNA510423,True,True
PRJEB38948_ERR4346666,PRJEB38948,PRJEB38948,True,True
PRJNA323603_SRR3956296,PRJNA323603,PRJNA616703,False,True
PRJNA414072_SRR6221236,PRJNA414072,PRJNA414072,True,True
PRJNA545312_SRR11419668,PRJNA545312,PRJNA481072,False,False
PRJNA528813_SRR8777275,PRJNA528813,PRJNA528813,True,True
PRJNA548153_SRR9269392,PRJNA548153,PRJNA548153,True,True
PRJNA417357_SRR6265462,PRJNA417357,PRJDB9469,False,False
PRJNA481413_SRR7534025,PRJNA481413,PRJNA481413,True,True
PRJNA612042_SRR11292173,PRJNA612042,PRJEB11419,False,True
PRJEB32244_ERR3327227,PRJEB32244,PRJEB32244,True,True
PRJNA685746_SRR14427918,PRJNA685746,PRJNA685746,True,True
PRJNA657821_SRR12467095,PRJNA657821,PRJNA437504,False,True
PRJEB27068_ERR3018753,PRJEB27068,PRJEB27068,True,True
PRJNA631883_SRR11775607,PRJNA631883,PRJNA631883,True,True
PRJNA729511_SRR14991416,PRJNA729511,PRJNA729511,True,True
PRJEB11419_ERR5337988,PRJEB11419,PRJEB11419,True,True
PRJNA552448_SRR9639979,PRJNA552448,PRJNA481243,False,False
PRJNA318004_SRR3361665,PRJNA318004,PRJNA318004,True,True
PRJNA642894_SRR12121150,PRJNA642894,PRJNA642894,True,True
PRJEB6358_ERR579658,PRJEB6358,PRJEB6358,True,True
PRJNA673102_SRR12950174,PRJNA673102,PRJNA673102,True,True
PRJNA385551_SRR5602053,PRJNA385551,PRJNA385551,True,True
PRJNA625750_SRR11559644,PRJNA625750,PRJNA480711,False,True
PRJEB33905_ERR3471964,PRJEB33905,PRJEB33905,True,True
PRJNA548153_SRR9269050,PRJNA548153,PRJNA548153,True,True
PRJNA673102_SRR12950376,PRJNA673102,PRJNA673102,True,True
PRJNA685746_SRR14446203,PRJNA685746,PRJNA685746,True,True
PRJEB29433_ERR3388233,PRJEB29433,PRJEB29433,True,True
PRJNA545312_SRR11421036,PRJNA545312,PRJNA548153,False,True
PRJNA509882_SRR8306620,PRJNA509882,PRJNA603983,False,False
PRJEB29433_ERR3389362,PRJEB29433,PRJEB27068,False,True
PRJEB29433_ERR3387409,PRJEB29433,PRJEB29433,True,True
